Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses,,
Passifloraceae,Passiflora,incarnata,"Maypops - Passion Flower, Purple passionflower, Apricot Vine, Maypop, Wild Passion Flower, Purple Pa",fast,[],to,3-6 feet,evergreen,"Deeply lobed, dark green leaves, typically 3-5 lobes",June to July,September to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, tolerates poor soil conditions","Sandy thickets and open soils[43]. Fields, roadsides, fence rows and thickets[192].","Eastern N. America - Virginia and Kentucky, south to Florida and Texas.",(3 of 5),(3 of 5),(0 of 5),,
Salicaceae,Populus,angustifolia,Narrowleaf Cottonwood,fast,"[3, 4, 5, 6, 7]",30,30-50 feet (9-15 meters),deciduous,"Lanceolate, 2-5 inches long, finely serrated edges, glossy green above, paler below","Catkins, yellow-green, appearing in early spring before the leaves",Seeds ripen in late spring to early summer,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought-tolerant, moderately tolerant of flooding, prefers well-drained soils","Streambanks in dry mountains, foothills and dry plains[60].",Western N. America - Alberta to Mexico.,(1 of 5),(2 of 5),(2 of 5),,
Salicaceae,Populus,deltoides,"Eastern Cottonwood, Plains cottonwood, Rio Grande cottonwood, Necklace Poplar",fast,"[3, 4, 5, 6, 7, 8, 9]",30,20,deciduous,"Broadly triangular to heart-shaped, 3-7 inches long, with coarsely serrated margins and a glossy green upper surface.",March to April,May to June,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, moderately tolerant of flooding, and adaptable to a range of soil types.","Rich moist soils, mainly along riverbanks, bottoms and rich woods[43, 227].","N. America - Quebec to Florida, west to Minnesota and Texas.",(2 of 5),(2 of 5),(4 of 5),,
Salicaceae,Populus,fremontii,"Cottonwood, Fremont cottonwood, Fremont Poplar, Western Cottonwood",fast,"[2, 3, 4, 5, 6, 7, 8, 9]",25,50-75 feet (15-23 meters),deciduous,"Triangular to ovate, 3-6 inches long, with serrated margins and a glossy green upper surface",March to April,April,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],"Drought-tolerant, tolerates poor soil conditions, and moderately tolerant of flooding","Banks of streams and other moist places[71, 82].",South-western N. America - California to Texas.,(1 of 5),(2 of 5),(3 of 5),,
Salicaceae,Populus,nigra,"Black Poplar, Lombardy poplar",fast,"[3, 4, 5, 6, 7, 8, 9]",30,20,deciduous,"Triangular to diamond-shaped, serrated edges, glossy green above, paler beneath",April,June,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought tolerant, moderately tolerant of urban pollution, prefers well-drained soils","Moist ground in woods and by streams[9, 17].","Central and southern Europe, including Britain, Mediterranean, temperate Asia to the Himalayas.",(1 of 5),(3 of 5),(4 of 5),,
Salicaceae,Populus,grandidentata,"Canadian Aspen, Bigtooth aspen",fast,"[2, 3, 4, 5]",20,30-50 feet (9-15 meters),deciduous,"Triangular to ovate, 3-6 inches long, with serrated edges and a glossy green surface",March,April,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of a range of soil types, moderately tolerant of cold temperatures","Rich moist sandy soils near streams and the borders of swamps from sea level to 900 metres[43, 229].","North-eastern N. America - Nova Scotia to Manitoba, south to North Carolina.",(1 of 5),(1 of 5),(2 of 5),,
Salicaceae,Populus,tremuloides,"American Aspen - Poplar, Quaking aspen",fast,"[2, 3, 4, 5]",20,10,deciduous,"Broadly ovate, serrated margins, bright green in summer, turning yellow in fall.",April,May to June,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"A pioneer species of old fields, logged or burnt land, it is found in a range of soils from shallow, rocky or clay soils to rich sandy ones. It grows best in rich porous soils with plenty of lime[229]","N. America - Alaska to Newfoundland, south to Mexico.",(1 of 5),(3 of 5),(3 of 5),,
Salicaceae,Populus,trichocarpa,"Western Balsam Poplar, Black cottonwood",fast,"[4, 5, 6, 7, 8]",40,12,deciduous,"Broadly ovate, 3-15 cm long, with a serrated margin and a glossy green upper surface; turns yellow in the fall.",April to May,May to June,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid",[' well-drained soil'],Tolerant of wet soils and flooding, moderately tolerant of drought, prefers full sun but can tolerate partial shade.,"Moist woods, ravines, shores, prairies and park lands[204].",Western N. America - Alaska to Oregon.,(1 of 5),(3 of 5),(4 of 5)
Violaceae,Viola,odorata,"Sweet Violet, English Violet, Garden Violet, Sweet Violet,  Florist's Violet",fast,"[4, 5, 6, 7, 8]",to,0.5,evergreen,"Heart-shaped, dark green, with a smooth margin",February to April,April to June,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Shade, drought, and moderate frost","Fields, hedgerows and woodlands, especially on calcareous soils[7, 17, 31].","Europe, including Britain, from Norway south and east to N. Africa, W. Asia and Syria.",(5 of 5),(3 of 5),(3 of 5),,
Violaceae,Viola,pedata,"Bird's Foot Violet, Crowfoot Violet, Pansy Violet,  Bird's Foot  Violet",slow,"[4, 5, 6, 7, 8, 9]",0.1,0.1,PERENNIAL,Basal leaves are deeply lobed and have a distinctive bird's foot shape, upper leaves are smaller and less lobed.,May to June.,"Flowers typically bloom in early spring, with seeds ripening in late spring to early summer.",hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Tolerates partial shade and a range of soil types, but prefers well-drained, sandy or loamy soils; drought tolerant once established.","Dry rocky banks, in open deciduous woods on well-drained soils and on the edges of ditches in acid sandy soils[187].",Eastern N. America - New York to Wisconsin and south to Florida and eastern Texas.,(2 of 5),(1 of 5),(2 of 5),
Violaceae,Viola,sororia,"Wooly Blue Violet, Common blue violet",medium,"[4, 5, 6, 7, 8]",0.1,12-18 inches,PERENNIAL,"Heart-shaped, dark green, 2-5 inches long",March to June.,Spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Shade, drought, and poor soil conditions","Moist meadows, low woods and shady banks[43, 187], often on sandy substrates[274].",Eastern N. America - Quebec to Wyoming and south to Oklahoma and N. Carolina.,(3 of 5),(1 of 5),(3 of 5),,
Violaceae,Viola,tricolor,"Heartsease, Johnny jumpup, Field Pansy,",medium,"[4, 5, 6, 7, 8, 9]",0.2,0.2,ANNUAL/PERENNIAL,"Heart-shaped, serrated edges, dark green",April to September,June to September,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant, tolerant of partial shade","Cultivated and waste ground, short grassland etc, mainly on acid and neutral soils[17].","Europe, including Britain, from Scandanavia south and east to Corsica, W. Asia, Siberia, Caucasus.",(2 of 5),(3 of 5),(1 of 5),,
Elaeocarpaceae,Aristotelia,chilensis,Macqui,medium,"[8, 9, 10]",to,5,evergreen,"Glossy, dark green, elliptical leaves",May,August to September,dioecious,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant, salt-tolerant","A weedy shrub of cleared forests and waste ground, growing in damp humus rich soils on lower mountain hillsides by rivers between latitudes 31 and 40° south[139].","S. America - Chile, Argentina.",(3 of 5),(1 of 5),(0 of 5),,
Elaeocarpaceae,Elaeocarpus,dentatus,,medium,"[9, 10, 11]",to,10-15 feet,evergreen,"Glossy, dark green, elliptical leaves, 3-6 inches long","Small, white to pale blue flowers, bell-shaped, appearing in clusters",Fruits ripen in late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral soils and can grow in very acid,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant once established, tolerates poor soil conditions","Lowland forests on North and South Islands, south to latitude 44° 18' south[44].",New Zealand.,(2 of 5),(0 of 5),(2 of 5),,
Oxalidaceae,Oxalis,acetosella,Wood Sorrel,fast,"[3, 4, 5, 6, 7]",0.1,0.3,PERENNIAL,"Trifoliate, heart-shaped, with a sour taste",April to May.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Shade, drought, poor soil","Moist woods, moorland and on shady rocks[187].","Europe, including Britain, from Iceland south and east to Spain, N. and C. Asia to Japan.",(3 of 5),(2 of 5),(3 of 5),,
Oxalidaceae,Oxalis,corniculata,"Yellow Sorrel, Creeping woodsorrel",fast,"[4, 5, 6, 7, 8]",0.1,0.3,ANNUAL/PERENNIAL,"Trifoliate, clover-like, green with a slightly reddish tint",June to September.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, tolerates poor soil conditions","Arable land and waste places, it is a common garden weed[9, 17] where it tends to become especially troublesome in pots of plants growing in greenhouses etc[200].","Original habitat is obscure, it is naturalized in Britain.",(2 of 5),(2 of 5),(1 of 5),,
Oxalidaceae,Oxalis,enneaphylla,Scurvy Grass,medium,"[5, 6, 7, 8, 9]",0.1,0.1,PERENNIAL,"Triangular, fleshy, and green with a slightly glossy appearance",July to August.,Late spring to early summer,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions","Coastal sands, open grassland, open scrub, screes and rock crevices[69].",Southern S. America - Falklands and S. Chile.,(2 of 5),(0 of 5),(0 of 5),,
Oxalidaceae,Oxalis,oregana,Redwood Sorrel,medium,"[6, 7, 8, 9]",to,12 inches (30 cm),evergreen,"Triangular, clover-like, bright green",May to July.,"N/A (as it is a perennial herb, it does not have a ripening period like fruits)",hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Shade, drought, poor soil",Redwood forests[187]. Moist woods[60].,Western N. America - Washington to California.,(3 of 5),(1 of 5),(3 of 5),,
Oxalidaceae,Oxalis,pes-caprae,Bermuda Buttercup,medium,"[9, 10, 11]",0.2,0.3,PERENNIAL,October to June,March to June,April to June,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, Salt-tolerant",Roadsides and grassy places in S. Africa[73]. Occasionally naturalized in S.W. England but it does not flower there[17].,S. Africa. Occasionally naturalized in Britain.,(2 of 5),(0 of 5),(0 of 5),,
Oxalidaceae,Oxalis,violacea,Violet Wood Sorrel,medium,"[4, 5, 6, 7, 8]",0.3,12-18 inches,BULB,"Triangular, clover-like, green with a purple tinge",May to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, partial shade","Woods, shaded slopes, gravelly banks and prairies[43]. Dry sandy or clay soils[159].","Eastern N. America - New York to Wisconsin, south to Florida.",(3 of 5),(1 of 5),(0 of 5),,
Oxalidaceae,Oxalis,tuberosa,Oca,medium,"[6, 7, 8, 9]",0.5,0.3,PERENNIAL,"Trifoliate, clover-like, green",July to August.,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, frost-sensitive","Unknown in a truly wild situation, though plants have been found growing at heights up to 4000 metres in the Andes[97].","S. America - Colombia, Peru.",(5 of 5),(0 of 5),(0 of 5),,
Cannabidaceae,Cannabis,sativa,"Hemp, Marijuana",fast,"[8, 9, 10]",2.5,0.8,ANNUAL,"Palmate, serrated edges",July.,8-12 weeks after flowering,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline",[],"Drought, poor soil, moderate salinity",Fluvial deposits on crags and stony slopes[74]. It is occasionally found as a casual on waste ground in Britain[17]. It is especially found as a weed of nitrogen-rich soils near human habitations[238],W. Asia - Iran to India. A casual in Britain[17].,(4 of 5),(4 of 5),(4 of 5),,
Cannabidaceae,Cannabis,indica,"Hemp, Marijuana",medium,"[8, 9, 10]",2.5,0.8,ANNUAL,"Palmate, serrated edges, typically broad",July.,8-12 weeks after flowering,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline",[],"Drought, Poor Soil, Pest Resistant",Fluvial deposits on crags and stony slopes[74]. It is occasionally found as a casual on waste ground in Britain[17]. It is especially found as a weed of nitrogen-rich soils near human habitations[238],W. Asia - Iran to India. A casual in Britain[17].,(4 of 5),(4 of 5),(4 of 5),,
Cannabaceae,Celtis,australis,"Nettle Tree, European hackberry",medium,"[5, 6, 7, 8, 9]",20,10,deciduous,"Simple, alternate, ovate to elliptical, serrated margins, dark green above and paler below, 5-10 cm long.",April,October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Hedges, banks and sandy places[100].",S. Europe.,(3 of 5),(2 of 5),(2 of 5),,
Ulmaceae,Celtis,laevigata,"Sugarberry, Netleaf hackberry, Texan sugarberry, Sugar  Hackberry",medium,[],18,30-50 feet,deciduous,"Alternate, ovate to elliptical, 2-5 inches long, with a serrated margin and a rough texture",April,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"In rich bottomlands along streams, in flood plains, and on rocky slopes, generally in clay soils, from sea level to 300 metres[229, 270].","South-eastern N. America - Virginia to Illinois and Missouri, south to Florida and Texas.",(2 of 5),(1 of 5),(3 of 5),,
Ulmaceae,Celtis,occidentalis,"Hackberry, Common hackberry",fast,"[3, 4, 5, 6, 7, 8, 9]",20,20,deciduous,"Alternate, simple, ovate to elliptical, 2-5 inches long, serrated margins, dark green above and paler below.",May,October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Dry to moist and rich woods, river banks, rocky barrens etc[43]. Frequently found on limestone soils[229].","Eastern N. America - Quebec to Manitoba, North Carolina, Missouri and Oklahoma.",(3 of 5),(1 of 5),(2 of 5),,
Ulmaceae,Celtis,tenuifolia,"Small Hackberry, Dwarf hackberry",medium,"[5, 6, 7, 8, 9]",4.5,15-30 feet (4.5-9 meters),deciduous,"Alternate, simple, ovate to elliptic, 2-5 inches long, serrated margins, dark green above and paler beneath",April,October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],Dry rocky or gravelly soils in foothills and bluffs[229]. On slopes and along streams in open woods from sea level to 500 metres[270].,Southeaster N. America.,(2 of 5),(0 of 5),(2 of 5),,
Cannabidaceae,Humulus,lupulus,"Hop, Common hop, European Hop,",medium,"[5, 6, 7]",to,1-3 feet (30-90 cm),PERENNIAL,"Palmate, 3-5 lobed, dark green, serrated edges",July to August,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",['dry or  moist soil'],['drought'],"Hedgerows, woodlands and sunny waste ground[7].","Much of Europe, including Britain, to W. Asia.",(4 of 5),(5 of 5),(3 of 5),,
Elaeagnaceae,Elaeagnus,angustifolia,"Oleaster, Russian olive",medium,"[2, 3, 4, 5, 6, 7]",7,7,deciduous,"Lanceolate, silvery-green, 2-7 cm long, with a smooth margin and a slightly hairy underside.",June,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']",By streams and along river banks to 3000 metres in Turkey[93].,"Europe to W. Asia, extending as far north as latitude 55° in Russia.",(4 of 5),(2 of 5),(4 of 5),,
Elaeagnaceae,Elaeagnus,commutata,Silverberry,medium,"[2, 3, 4, 5, 6]",3,1.5,deciduous,"Lanceolate, silvery-green, with a smooth margin and a slightly hairy underside.",May,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Dry calcareous slopes[43, 184].","N. America - Quebec to Alaska and south to Utah, S. Dakota and Minnesota..",(3 of 5),(2 of 5),(4 of 5),,
Elaeagnaceae,Elaeagnus,multiflora,"Goumi, Cherry silverberry",medium,"[5, 6, 7, 8, 9]",3,2,deciduous,"Alternate, simple, elliptical to lanceolate, 3-8 cm long, silver-green on the underside with a smooth margin.",April to May,July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure', 'atmospheric pollution']","Thickets and thin woods in hills and on lowland, at elevations of 600 - 1800 metres[58].",E. Asia - China and Japan.,(5 of 5),(2 of 5),(3 of 5),,
Elaeagnaceae,Elaeagnus,pungens,"Elaeagnus, Thorny olive, Thorny Elaeagnus, Oleaster, Silverberry,  Silverthorn, Pungent  Elaeagnus",medium,[],to,4,evergreen,"Alternate, simple, lanceolate, dark green above and silvery beneath, 2-4 inches long",November to February,April to May,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Sunny slopes, road sides and thickets in lowlands, usually below 1000 metres and especially by the sea[184, 266].","E. Asia - China, Japan.",(5 of 5),(2 of 5),(3 of 5),,
Elaeagnaceae,Elaeagnus,umbellata,Autumn Olive,medium,"[3, 4, 5, 6, 7]",4.5,4,deciduous,"Oblong to elliptical, 2-8 cm long, dark green on top, silvery beneath with a smooth margin.",May to June,September to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']",Thickets and thin woods in the lowland and hills[58].,"E. Asia - China, Japan, Himalayas.",(4 of 5),(2 of 5),(3 of 5),,
Elaeagnaceae,Hippophae,rhamnoides,"Sea Buckthorn, Seaberry",medium,"[3, 4, 5, 6, 7]",6,2.5,deciduous,"Lanceolate, green, and glossy with a silvery underside, 4-8 cm long.",April,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",['dry moist or  wet soil'],"['drought', 'maritime exposure']","Usually found near the coast, often forming thickets on fixed dunes and sea cliffs[9, 17, 244].","Europe, including Britain, from Norway south and east to Spain and Asia to Japan and the Himalayas.",(5 of 5),(5 of 5),(5 of 5),,
Elaeagnaceae,Shepherdia,argentea,"Buffalo Berry, Silver Buffaloberry,",medium,"[3, 4, 5, 6, 7, 8, 9]",4,4,deciduous,"Lanceolate, silvery-green, 2-5 cm long, with a smooth margin and a slightly hairy underside.",March,July to December,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Banks of streams[43] and open wooded areas, often on limestone[101] and on sandy soils[229].",Central N. America - Manitoba to New Mexico.,(3 of 5),(1 of 5),(4 of 5),,
Elaeagnaceae,Shepherdia,canadensis,"Buffalo Berry, Russet buffaloberry, Canada Buffaloberry",medium,"[2, 3, 4, 5, 6]",2.5,3-6 feet (1-2 meters),deciduous,"Simple, lanceolate, 1-3 inches long, with a silvery-green color and a slightly serrated margin",April,July to September,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Calcareous rocks, banks and sandy shores[43], usually in partial shade[85].","N. America - Newfoundland to Alaska, south to British Columbia, New York and New Mexico.",(3 of 5),(2 of 5),(3 of 5),,
Moraceae,Ficus,carica,"Fig, Edible fig, Fig Common",medium,[],6,6,deciduous,"Broadly lobed, dark green, glossy, and can be up to 12 inches long",June to September,August to September,monoecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Amongst rocks, in woods and scrub on hot dry soils.","W. Asia - Turkey through to Pakistan; N. Africa - Algeria, Morocco, Tunisia.",(4 of 5),(2 of 5),(2 of 5),,
Moraceae,Ficus,coronata,Sandpaper Fig,medium,"[10, 11]",12,4,TREE,"Ovate, rough-textured, dark green","Small, inconspicuous, syconium-type",Fruits typically ripen in late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' moist soil'],['drought'],"In or near rainforests by the coast and adjoining plateaux[265]. Found in a wide range of habitats, including gullies, creeks, rainforests, open country and sheltered rocky areas (tooheyforesteec.eq.edu.au)",Australia - New South Wales.,(3 of 5),(1 of 5),(3 of 5),,
Moraceae,Maclura,pomifera,"Osage Orange, Bois D'Arc",medium,"[4, 5, 6, 7, 8, 9]",15,12,deciduous,"Simple, alternate, ovate to elliptical, 4-6 inches long, dark green, with a glossy surface and serrated margins.",May to June,September to December,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],"Woods, fields and thickets in rich bottom lands[73, 83].",Southeastern N. America - Arkansas to Texas.,(1 of 5),(2 of 5),(4 of 5),,
Moraceae,Morus,alba,"White Mulberry, Common Mulberry,",medium,[],18,10,deciduous,"Broadly ovate, 4-10 cm long, serrated margins, dark green above and paler below",May,July to August,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', ' moist soil']",['drought'],Not known in a truly wild situation.,E. Asia - central and northern China.,(4 of 5),(3 of 5),(4 of 5),,
Moraceae,Morus,australis,"Korean Mulberry, Aino Mulberry",fast,"[6, 7, 8, 9]",7.5,15-25 feet (4.5-7.5 meters),deciduous,"Broadly ovate, 3-5 inches long, serrated edges, dark green color",May to June,July to September,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions, moderately tolerant of salt","Woods[11]. Forest margins, mountain slopes, fallow land and scrub in valleys in limestone areas at elevations of 500 - 2000 metres[266].","E. Asia - China, Japan, Korea.",(2 of 5),(2 of 5),(1 of 5),,
Moraceae,Morus,cathayana,Hua Sang,medium,"[5, 6, 7, 8, 9]",15,15-30 feet (4.5-9 meters),deciduous,"Broadly ovate, 3-5 inches long, serrated edges, dark green",May to June,August to September,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions, prefers full sun to partial shade","Woodlands and sides of streams, 600 - 1300 metres in W. Hupeh[109]. Sunny slopes or valleys, high mountains at elevations of 900 - 1300 metres[266].","E. Asia - China, Japan, Korea",(2 of 5),(0 of 5),(0 of 5),,
Moraceae,Morus,macroura,Himalayan Mulberry,medium,"[7, 8, 9, 10]",10,15-30 feet,deciduous,"Broadly ovate, 4-10 inches long, serrated margins",April to May,July to August,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions",Forests in the mountains of Szechwan[109]. Open hillsides at elevations of 1000 - 2000 metres in Nepal[272].,E. Asia - S. China to the Himalayas and Burma.,(2 of 5),(1 of 5),(2 of 5),,
Moraceae,Morus,nigra,Black Mulberry,slow,[],10,15,deciduous,"Broadly ovate, dark green, serrated edges, 4-10 inches long",May to June,August to September,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['atmospheric pollution'],Original habitat is obscure.,W. Asia?,(5 of 5),(3 of 5),(3 of 5),,
Moraceae,Morus,rubra,"Red Mulberry, Common Mulberry, White Mulberry",medium,"[4, 5, 6, 7, 8, 9]",15,20-30 feet (6-9 meters),deciduous,"Broadly ovate, 4-10 inches long, with a serrated margin",May,July to August,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, adaptable to various soil types, moderate shade tolerance","Rich moist woods[43, 227]. Sunny places along the sides of roads[159]. Plants do not grow well on poor soils[227].","Eastern N. America - Quebec to Florida, west to Texas and South Dakota.",(3 of 5),(2 of 5),(2 of 5),,
Rhamnaceae,Hovenia,dulcis,Japanese Raisin Tree,medium,"[5, 6, 7, 8, 9]",10,7,deciduous,"Broadly ovate, glossy green, 5-10 cm long",July,September to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, tolerates poor soil conditions",Plains and mountains to 2000 metres in W. China[109]. Secondary forest[266].,E. Asia - China to the Himalayas.,(3 of 5),(2 of 5),(3 of 5),,
Rosaceae,Sanguisorba,canadensis,"American Great Burnet, Canadian burnet",medium,"[4, 5, 6, 7, 8]",1.2,0.6,PERENNIAL,"Pinnately compound, serrated edges",August to September,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, tolerant of poor soil conditions",Wet meadows and swamps[187]. Peaty or boggy soils[43].,North-eastern N. America - Newfoundland to Michigan and south to Georgia.,(1 of 5),(0 of 5),(0 of 5),,
Rosaceae,Sanguisorba,minor,"Salad Burnet, Small burnet",medium,"[4, 5, 6, 7, 8]",to,0.3,evergreen,"Pinnate, serrated margins, dark green color",May to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],['maritime exposure'],"Grassland, usually on calcareous soils[9, 17, 37].","Europe, including Britain, from Sweden south and east to France, Armenia and Iran.",(4 of 5),(2 of 5),(3 of 5),,
Rosaceae,Sanguisorba,officinalis,Great Burnet,medium,"[4, 5, 6, 7, 8]",1,0.6,PERENNIAL,"Pinnate, serrated, dark green",June to September.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[],"Drought-tolerant, clay soil, partial shade","Meadows and wet grassy places by streams[187]. Moist shady sites in grassland, on siliceous soils[7, 13, 17].","Europe, including Britain, from celand south and east to Spain, temperate Asia to Iran, China, Japan",(2 of 5),(3 of 5),(2 of 5),,
Rosaceae,Prunus,dulcis,"Almond, Sweet almond",medium,"[6, 7, 8, 9]",6,6,deciduous,"Deciduous, lanceolate, serrated edges, dark green",March to April,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions","Cultivated ground, thickets, hedges and rocky places near cultivation[89].",Europe - E. Mediterranean to C. Asia.,(4 of 5),(3 of 5),(3 of 5),,
